Text,Review-Activity,Season
A wonderful read!: Anne Lamott is so inspirational in here stories in this book. I love her humor and perspective of things. When I started to hear about her I was told to read this book first as to understand all things Anne Lamott! I can't wait to read her other books.,REVIEW,NOT APPLICABLE
carving pumpkins   baking  travel,ACTIVITY,FALL
"Only kills bugs for the first 20 minutes: We bought this and used it at the family reunion. It only killed the bugs for the first 20 minutes. After that, it just glows blue and attracts the bugs, but doesn't kill them. We though maybe it wasn't fully charged. After charging it all night and all day, when we took it out that evening and it still only zapped the first 20 minutes. What a waste!!! We tried this 5 nights in a row and finally put it in the dumpster. Good riddance. T",REVIEW,NOT APPLICABLE
"P.DIDDY THE BEST THERE IS! (a hockey player from Illinois): P.Diddy has out done himself this time. After his latest hit Diddy I went and bought the CD. All the songs are really good but the best ones are bad boy for life, that's crazy, let's get it, Diddy, blast off,and the saga continues. Also there's can't believe by faith evens. G.Dep and Black Rob are also great on this Cd. You've got to get this CD. Damn this Cd won't let you down. Go out and cop it. Big ups to the bad boy family.",REVIEW,NOT APPLICABLE
"Hiking, camping, walking",ACTIVITY,SUMMER
Thanksgiving  Collecting fallen leaves  First snowfall,ACTIVITY,FALL
Glad to find it again!: I thought they quit making the Buf Puf line but was quite glad to come across it here! I bought the facial and body scrubs for the whole family to try. We all like them! Highly recommend!,REVIEW,NOT APPLICABLE
"new feet: these insoles were recommended by my doctor. They felt funny ( walking with them in my shoes) at first but after a week not only did my feet feel better, so did my calves and knees! Also an unexpected bonus that probable will not effect anyone else, I thought I was just becoming uncoordinated as I grew older. I was always having my feet roll on me and kind of trip me up on the smallest of incline or hole. these supports somehow prevent my feet/ankles from twisting or rolling. Who knew! ... well I guess my doctor did.",REVIEW,NOT APPLICABLE
"I like sledding, ice skating and building ice sculptures.",ACTIVITY,WINTER
"Pumpkins, decorating, football",ACTIVITY,FALL
"It goes zippy fast: I've got an older emachines computer that froze up on a regular basis. Adding this extra RAM gave it that boost it needs to keep up with graphics intensive websites and graphics programs that I use as an artist.I'd recommend this item, definitely.",REVIEW,NOT APPLICABLE
Skiing snowboarding and nerf war,ACTIVITY,WINTER
Festivals  Camping  Canoing,ACTIVITY,SUMMER
Having hot chocolate  Wearing sweaters   Eatingsoup,ACTIVITY,WINTER
Football  Leaves cleaning  Drinking red wine,ACTIVITY,FALL
Walking raking watching leaves fall,ACTIVITY,FALL
"It's fun as a comedy: I watched this movie as a joke. The first movie was okay but that's comparing it with the book. This ""sequel"" (only by name) is meant to be a satire I think but it came off as a joke to me. I laughed at it and actually was entertained by how bad it really was. It's a badly made movie by a director who obviously did it for the paycheck (we hope) but I couldn't help laughing and getting a kick out of this movie. This movie will definitely have an audience and a cult following (a small one but large enough to be classified as a cult following) but for most people, it will be horrible. Just take it as a comedy and you might actually enjoy it. Then again....you could make some sort of drinking game out of this movie I bet lol.",REVIEW,NOT APPLICABLE
not good: This bra is extremely uncomfortable and doesn't give good support. I will not buy it again. Bali bras that I have worn in the past have been uch better.,REVIEW,NOT APPLICABLE
"Junk: I got the pyle driver piezo tweeters and they arrived broken in the package.I figured forget it, would cost more sending em back then throwing em away.I suggest nobody buy these things, you'd only be wasting your loot.",REVIEW,NOT APPLICABLE
sledding,ACTIVITY,WINTER
"Great Camera: Wow, this camera is very easy to use and takes great photos!I highly recommend it. I purchased two, one for me and one for my wife.This is the best digital camera for low light photos I have owned yet.",REVIEW,NOT APPLICABLE
Sledding riding walking,ACTIVITY,WINTER
"Not as you would expect...: We had received a lambskin for our newborn and he loves it so much, we decided to order a spare. This was a poor choice. I was lured by the price, but you get what you pay for. The fur is straight, not curly and soft, and it really looks like a dog pelt. And that's just too creepy.",REVIEW,NOT APPLICABLE
Reading rocking chilling,ACTIVITY,WINTER
Thanksgiving Dinner  Halloween activities  Voting,ACTIVITY,FALL
good but kids need supervision: Granpa sent this to my 6yr old from australia even before it arrived in the US market. It seemed a bit of a challenge for a 6yr old but gradually he learned. For a few months he put it away and now that he is almost 7 he enjoys playing with it. It is highly educational without a doubt. We play WORD HUNT with the whole family.The cons of this game is that some of the words on word hunt that we have come across are 'Vagina' and 'Porno' which I am quite certain should not be on a game that is recommended for kids. So adult supervision is a definite must.,REVIEW,NOT APPLICABLE
"Appliance 20 amp timer: Great timer for dedicated appliance circuit. It has a high wattage rating for the large A/C's but does use the plug that has one prong sideways. The only thing i wish it had was more setting tabs so i could have more cycles, it comes with 2 sets of tabs.",REVIEW,NOT APPLICABLE
"amateurish: I found that this book has lots of cute projects, but when I tried to knit one (baby booties) the pattern was wrong -- a disappointment considering I had already purchased the yarn!! There is little point in owning a knitting book with unusable patterns.",REVIEW,NOT APPLICABLE
Pumpkin farms   Bonfires  Halloween,ACTIVITY,FALL
"A First-Class Production: ""Brother"" Jack McDuff was one of those jazz guys who seemed to have been around forever--and at 72 when this CD was recorded, he ws still holding his own with the younger guys. On this Concord Jazz recording, McDuff's Hammond organ sets the groove for experienced sidemen such as George Benson on guitar, Red Holloway on tenor sax, and Grady Tate on drums, but there are also contributions from younger musicians such as Mark Whitfield on guitar. On one of the cuts, ""After Hours,"" McDuff switches to piano, but most of the cuts are organ quartet/quintet-type arrangements. There may not be a lot of new musical ground broken here, but the music still sounds fresh and eminently enjoyable. If you like B-3 grooves, you'll like this CD, whic",REVIEW,NOT APPLICABLE
"1) I like to watch Football games on T.V.     2) I enjoy the Holidays (Thanksgiving, Christmas)                                  3) Nothing else I can think of",ACTIVITY,FALL
"great bok: I've always been a fan of Horensteins photo books. This is a great edition and it wonderfully includes everything you need to know about entry level traditional black and white, colour and digital work. Now if this book would just get updated once more for what is now available in all the mediums.",REVIEW,NOT APPLICABLE
"I like carving pumpkins, picking apples, and trick or treating.",ACTIVITY,FALL
"Don't buy it: Besides the sound quality mentioned, ours broke within a month. My daughter enjoyed it while it lasted, but now it doesn't even attempt to play a tape. Hoped it was the batteries, but wasn't. Now we've decided to buy a cordless microphone that she can use with any tape/c.d. player.",REVIEW,NOT APPLICABLE
Football    Holiday get togethers    Christmas and Halloween,ACTIVITY,FALL
Camp  Fires  Leaves,ACTIVITY,FALL
laying on the beach  playing with the grandchildren  swimming,ACTIVITY,SUMMER
"Shoveling, holiday parties, shopping for winter gears",ACTIVITY,WINTER
Black Friday  Thanksgiving  Shopping,ACTIVITY,FALL
"Maybe the sequels are better: I was disappointed with Ben Bova's The Precipice. Since others here do an excellent job of recounting the novel in detail, I'll just mention a few things:1) Often the most exciting parts of the novel are only ancillary to the main story.2) Bova's climate alarmism is readily apparent and annoying.3) The so-called ""New Morality"" makes no sense (i.e. it has no basis in the reality of what people believe today and where those beliefs seem headed). Bova simply comes across as mildly anti-religious.4) Much of the novel seemed downright dull, plodding - as if Bova was terribly bored with his own creation and simply going through the motions.I really wonder if the sequels are any better, or if they're even worth the effort. At this po",REVIEW,NOT APPLICABLE
"Ugh: I received this book after failing to respond to my book club in time, but I thought I'd give it a shot. It was a waste of time.It started off well enough, and I initially liked Ms. Binchy's writing style, so I kept going. There were several flaws, however:1. The characters (save Vonni) seemed to be cardboard cutouts. If they were any more one-dimensional, they'd be a dot.2. The end result was too predictable. If about a third of the way through you couldn't figure out exactly where each character was going to end up, you weren't trying.3. The dialogue. Who talks like that? Specifically, the American man and the German woman's dialogue sounded like they were speaking two centuries ago. I haven't read dialogue that bad since I tried reading a Left Behi",REVIEW,NOT APPLICABLE
